checking,duration,history,purpose,amount,savings,employed,installp,marital,coapp,resident,property,age,housing,existcr,job,depends,telephon,foreign,good_bad
0 <= ... < 200 DM,12,Existing paid,Television,1331,< 100 DM ,1 Year,2,Male M/D,None,1,Others,22,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,18,All Paid,New Car,2278,100-500 DM,1 Year,3,Female M/D,None,3,Others,28,Own,2,Skilled,1,None,No,bad
No Acc,21,All Paid,New Car,5003,Unknown,1-4 Years,1,Female M/D,None,4,Building society,29,Own,2,Skilled,1,Registered,No,bad
< 0 DM,24,Bank paid,Furniture,3552,< 100 DM ,4-7 Years,3,Male M/D,None,4,Others,27,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,18,Dues Remain,Furniture,1928,< 100 DM ,1 Year,2,Male M/D,None,2,Real Estate,31,Own,2,Unskilled,1,None,No,bad
< 0 DM,24,Existing paid,Old Car,2964,Unknown,>7 Years,4,Male M/D,None,4,Unknown,49,Free,1,Skilled,2,Registered,No,good
< 0 DM,24,Bank paid,Television,1546,< 100 DM ,4-7 Years,4,Male M/D,Guarantor,4,Others,24,Rent,1,Unskilled,1,None,No,bad
>= 200 DM,6,Delayed,Television,683,< 100 DM ,1 Year,2,Female M/D,None,1,Building society,29,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,36,Existing paid,New Car,12389,Unknown,1-4 Years,1,Male M/D,None,4,Unknown,37,Free,1,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,24,Delayed,Business,4712,Unknown,1-4 Years,4,Male M/D,None,2,Building society,37,Own,2,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,24,Delayed,Television,1553,100-500 DM,4-7 Years,3,Female M/D,None,2,Building society,23,Rent,2,Skilled,1,Registered,No,good
< 0 DM,12,Existing paid,New Car,1372,< 100 DM ,4-7 Years,2,Female S,None,3,Others,36,Own,1,Skilled,1,None,No,bad
No Acc,24,Dues Remain,Television,2578,>1000 DM,>7 Years,2,Male M/D,None,2,Others,34,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,48,Existing paid,Television,3979,Unknown,4-7 Years,4,Male M/D,None,1,Others,41,Own,2,Skilled,2,Registered,No,good
< 0 DM,48,Existing paid,Television,6758,< 100 DM ,1-4 Years,3,Female M/D,None,2,Others,31,Own,1,Skilled,1,Registered,No,bad
< 0 DM,24,Existing paid,Furniture,3234,< 100 DM ,1 Year,4,Female M/D,None,4,Real Estate,23,Rent,1,Unskilled,1,Registered,No,bad
No Acc,30,Dues Remain,Television,5954,< 100 DM ,4-7 Years,3,Male M/D,Co-app,2,Others,38,Own,1,Skilled,1,None,No,good
No Acc,24,Existing paid,Old Car,5433,Unknown,Unemployed,2,Female M/D,None,4,Building society,26,Rent,1,Highly Qualified,1,Registered,No,good
< 0 DM,15,Existing paid,Business,806,< 100 DM ,1-4 Years,4,Female M/D,None,4,Building society,22,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,9,Existing paid,Television,1082,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,27,Own,2,Unskilled,1,None,No,good
No Acc,15,Dues Remain,Furniture,2788,< 100 DM ,4-7 Years,2,Female M/D,Co-app,3,Others,24,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Television,2930,< 100 DM ,4-7 Years,2,Female M/D,None,1,Real Estate,27,Own,1,Skilled,1,None,No,good
No Acc,24,Dues Remain,Education,1927,Unknown,1-4 Years,3,Female M/D,None,2,Others,33,Own,2,Skilled,1,Registered,No,good
0 <= ... < 200 DM,36,Dues Remain,New Car,2820,< 100 DM ,1 Year,4,Female S,None,4,Others,27,Own,2,Skilled,1,None,No,bad
No Acc,24,Existing paid,Retraining,937,< 100 DM ,1 Year,4,Male S,None,3,Others,27,Own,2,Unskilled,1,None,No,good
0 <= ... < 200 DM,18,Dues Remain,New Car,1056,< 100 DM ,>7 Years,3,Male M/D,Guarantor,3,Real Estate,30,Own,2,Skilled,1,None,No,bad
0 <= ... < 200 DM,12,Dues Remain,New Car,3124,< 100 DM ,1 Year,1,Male M/D,None,3,Real Estate,49,Own,2,Unskilled,2,None,No,good
No Acc,9,Existing paid,Furniture,1388,< 100 DM ,1-4 Years,4,Female M/D,None,2,Real Estate,26,Rent,1,Skilled,1,None,No,good
0 <= ... < 200 DM,36,Existing paid,Repairs,2384,< 100 DM ,1 Year,4,Male M/D,None,1,Unknown,33,Rent,1,Unskilled,1,None,No,bad
No Acc,12,Existing paid,New Car,2133,Unknown,>7 Years,4,Female M/D,None,4,Unknown,52,Free,1,Highly Qualified,1,Registered,No,good
< 0 DM,18,Existing paid,Furniture,2039,< 100 DM ,1-4 Years,1,Female M/D,None,4,Real Estate,20,Rent,1,Skilled,1,None,No,bad
< 0 DM,9,Dues Remain,New Car,2799,< 100 DM ,1-4 Years,2,Male M/D,None,2,Real Estate,36,Rent,2,Skilled,2,None,No,good
< 0 DM,12,Existing paid,Furniture,1289,< 100 DM ,1-4 Years,4,Male M/D,Guarantor,1,Building society,21,Own,1,Unskilled,1,None,No,good
< 0 DM,18,Existing paid,Appliance,1217,< 100 DM ,1-4 Years,4,Male S,None,3,Real Estate,47,Own,1,Unskilled,1,Registered,No,bad
< 0 DM,12,Dues Remain,Furniture,2246,< 100 DM ,>7 Years,3,Male M/D,None,3,Building society,60,Own,2,Skilled,1,None,No,bad
< 0 DM,12,Dues Remain,Television,385,< 100 DM ,4-7 Years,4,Female M/D,None,3,Real Estate,58,Own,4,Unskilled,1,Registered,No,good
0 <= ... < 200 DM,24,Delayed,New Car,1965,Unknown,1-4 Years,4,Female M/D,None,4,Others,42,Rent,2,Skilled,1,Registered,No,good
No Acc,21,Existing paid,Business,1572,>1000 DM,>7 Years,4,Female M/D,None,4,Real Estate,36,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,24,Existing paid,New Car,2718,< 100 DM ,1-4 Years,3,Female M/D,None,4,Building society,20,Rent,1,Unskilled,1,Registered,No,bad
< 0 DM,24,Bank paid,Others,1358,Unknown,>7 Years,4,Male M/D,None,3,Others,40,Own,1,Highly Qualified,1,Registered,No,bad
0 <= ... < 200 DM,6,Bank paid,New Car,931,100-500 DM,1 Year,1,Female M/D,None,1,Building society,32,Own,1,Unskilled,1,None,No,bad
< 0 DM,24,Existing paid,New Car,1442,< 100 DM ,4-7 Years,4,Female M/D,None,4,Others,23,Rent,2,Skilled,1,None,No,bad
0 <= ... < 200 DM,24,All Paid,Business,4241,< 100 DM ,1-4 Years,1,Male M/D,None,4,Real Estate,36,Own,3,Unskilled,1,Registered,No,bad
No Acc,18,Dues Remain,New Car,2775,< 100 DM ,4-7 Years,2,Male M/D,None,2,Building society,31,Own,2,Skilled,1,None,No,bad
No Acc,24,Delayed,Business,3863,< 100 DM ,1-4 Years,1,Male M/D,None,2,Unknown,32,Free,1,Skilled,1,None,No,good
0 <= ... < 200 DM,7,Existing paid,Television,2329,< 100 DM ,1 Year,1,Female M/D,Guarantor,1,Real Estate,45,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,9,Existing paid,Furniture,918,< 100 DM ,1-4 Years,4,Female M/D,None,1,Building society,30,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,24,Bank paid,Education,1837,< 100 DM ,4-7 Years,4,Female M/D,None,4,Unknown,34,Free,1,Unskilled,1,None,No,bad
No Acc,36,Existing paid,Furniture,3349,< 100 DM ,1-4 Years,4,Female M/D,None,2,Others,28,Own,1,Highly Qualified,1,Registered,No,bad
>= 200 DM,10,Existing paid,Furniture,1275,< 100 DM ,1 Year,4,Female M/D,None,2,Building society,23,Own,1,Skilled,1,None,No,good
< 0 DM,24,Bank paid,Furniture,2828,500-1000 DM,1-4 Years,4,Male M/D,None,4,Real Estate,22,Own,1,Skilled,1,Registered,No,good
No Acc,24,Dues Remain,Business,4526,< 100 DM ,1-4 Years,3,Male M/D,None,2,Real Estate,74,Own,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,36,Existing paid,Television,2671,100-500 DM,1-4 Years,4,Female M/D,Co-app,4,Unknown,50,Free,1,Skilled,1,None,No,bad
No Acc,18,Existing paid,Television,2051,< 100 DM ,1 Year,4,Male M/D,None,1,Real Estate,33,Own,1,Skilled,1,None,No,good
No Acc,15,Existing paid,Old Car,1300,Unknown,>7 Years,4,Male M/D,None,4,Unknown,45,Free,1,Skilled,2,None,No,good
< 0 DM,12,Existing paid,Appliance,741,100-500 DM,Unemployed,4,Female M/D,None,3,Building society,22,Own,1,Skilled,1,None,No,bad
>= 200 DM,10,Existing paid,New Car,1240,100-500 DM,>7 Years,1,Female M/D,None,4,Unknown,48,Free,1,Unskilled,2,None,No,bad
< 0 DM,21,Existing paid,Television,3357,>1000 DM,1 Year,4,Female M/D,None,2,Others,29,Own,1,Skilled,1,None,No,good
< 0 DM,24,Bank paid,Old Car,3632,< 100 DM ,1-4 Years,1,Female M/D,Guarantor,4,Others,22,Rent,1,Skilled,1,None,Yes,good
No Acc,18,Delayed,Furniture,1808,< 100 DM ,4-7 Years,4,Female M/D,None,1,Real Estate,22,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,48,All Paid,Business,12204,Unknown,1-4 Years,2,Male M/D,None,2,Others,48,Own,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,60,Delayed,Television,9157,Unknown,1-4 Years,2,Male M/D,None,2,Unknown,27,Free,1,Highly Qualified,1,None,No,good
< 0 DM,6,Dues Remain,New Car,3676,< 100 DM ,1-4 Years,1,Male M/D,None,3,Real Estate,37,Rent,3,Skilled,2,None,No,good
0 <= ... < 200 DM,30,Existing paid,Furniture,3441,100-500 DM,1-4 Years,2,Female M/D,Co-app,4,Others,21,Rent,1,Skilled,1,None,No,bad
No Acc,12,Existing paid,New Car,640,< 100 DM ,1-4 Years,4,Female S,None,2,Real Estate,49,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,21,Dues Remain,Business,3652,< 100 DM ,4-7 Years,2,Male M/D,None,3,Building society,27,Own,2,Skilled,1,None,No,good
No Acc,18,Dues Remain,New Car,1530,< 100 DM ,1-4 Years,3,Male M/D,None,2,Building society,32,Own,2,Skilled,1,None,No,bad
No Acc,48,Existing paid,Business,3914,Unknown,1-4 Years,4,Female S,None,2,Real Estate,38,Own,1,Skilled,1,None,No,bad
< 0 DM,12,Existing paid,Furniture,1858,< 100 DM ,1 Year,4,Female M/D,None,1,Others,22,Rent,1,Skilled,1,None,No,good
< 0 DM,18,Existing paid,Television,2600,< 100 DM ,1-4 Years,4,Male M/D,None,4,Unknown,65,Free,2,Skilled,1,None,No,bad
No Acc,15,Existing paid,Television,1979,Unknown,>7 Years,4,Male M/D,None,2,Others,35,Own,1,Skilled,1,None,No,good
>= 200 DM,6,Existing paid,Furniture,2116,< 100 DM ,1-4 Years,2,Male M/D,None,2,Real Estate,41,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,9,Bank paid,New Car,1437,100-500 DM,4-7 Years,2,Male M/D,None,3,Unknown,29,Own,1,Skilled,1,None,No,bad
No Acc,42,Dues Remain,Furniture,4042,500-1000 DM,1-4 Years,4,Male M/D,None,4,Real Estate,36,Own,2,Skilled,1,Registered,No,good
No Acc,9,Existing paid,Education,3832,Unknown,>7 Years,1,Male M/D,None,4,Real Estate,64,Own,1,Unskilled,1,None,No,good
< 0 DM,24,Existing paid,Television,3660,< 100 DM ,1-4 Years,2,Female M/D,None,4,Others,28,Own,1,Skilled,1,None,No,good
< 0 DM,18,Bank paid,Furniture,1553,< 100 DM ,1-4 Years,4,Male M/D,None,3,Others,44,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,15,Existing paid,Television,1444,Unknown,1 Year,4,Male M/D,None,1,Building society,23,Own,1,Skilled,1,None,No,good
No Acc,9,Existing paid,Furniture,1980,< 100 DM ,1 Year,2,Female M/D,Co-app,2,Others,19,Rent,2,Skilled,1,None,No,bad
0 <= ... < 200 DM,24,Existing paid,New Car,1355,< 100 DM ,1 Year,3,Female M/D,None,4,Others,25,Own,1,Unskilled,1,Registered,No,bad
No Acc,12,Existing paid,Education,1393,< 100 DM ,>7 Years,4,Male M/D,None,4,Building society,47,Own,3,Skilled,2,Registered,No,good
No Acc,24,Existing paid,Television,1376,500-1000 DM,4-7 Years,4,Female M/D,None,1,Others,28,Own,1,Skilled,1,None,No,good
No Acc,60,Delayed,Television,15653,< 100 DM ,4-7 Years,2,Male M/D,None,4,Others,21,Own,2,Skilled,1,Registered,No,good
No Acc,12,Existing paid,Television,1493,< 100 DM ,1 Year,4,Female M/D,None,3,Others,34,Own,1,Skilled,2,None,No,good
< 0 DM,42,Delayed,Television,4370,< 100 DM ,4-7 Years,3,Male M/D,None,2,Building society,26,Own,2,Skilled,2,Registered,No,bad
< 0 DM,18,Existing paid,Education,750,< 100 DM ,Unemployed,4,Female M/D,None,1,Real Estate,27,Own,1,Unemployed,1,None,No,bad
0 <= ... < 200 DM,15,Existing paid,Repairs,1308,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,38,Own,2,Unskilled,1,None,No,good
No Acc,15,Existing paid,Education,4623,100-500 DM,1-4 Years,3,Male M/D,None,2,Building society,40,Own,1,Highly Qualified,1,Registered,No,bad
No Acc,24,Dues Remain,Television,1851,< 100 DM ,4-7 Years,4,Male S,Guarantor,2,Others,33,Own,2,Skilled,1,Registered,No,good
< 0 DM,18,Dues Remain,Television,1880,< 100 DM ,4-7 Years,4,Male S,None,1,Building society,32,Own,2,Highly Qualified,1,Registered,No,good
No Acc,36,Delayed,Business,7980,Unknown,1 Year,4,Male M/D,None,4,Others,27,Rent,2,Skilled,1,Registered,No,bad
< 0 DM,30,All Paid,Furniture,4583,< 100 DM ,1-4 Years,2,Female S,Guarantor,2,Real Estate,32,Own,2,Skilled,1,None,No,good
No Acc,12,Existing paid,New Car,1386,500-1000 DM,1-4 Years,2,Female M/D,None,2,Building society,26,Own,1,Skilled,1,None,No,bad
>= 200 DM,24,Existing paid,New Car,947,< 100 DM ,4-7 Years,4,Male M/D,None,3,Unknown,38,Free,1,Skilled,2,None,No,bad
< 0 DM,12,Existing paid,Education,684,< 100 DM ,1-4 Years,4,Male M/D,None,4,Others,40,Rent,1,Unskilled,2,None,No,bad
< 0 DM,48,Existing paid,Education,7476,< 100 DM ,4-7 Years,4,Male M/D,None,1,Unknown,50,Free,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,12,Existing paid,Furniture,1922,< 100 DM ,1-4 Years,4,Male M/D,None,2,Building society,37,Own,1,Unskilled,1,None,No,bad
< 0 DM,24,Existing paid,New Car,2303,< 100 DM ,>7 Years,4,Male M/D,Co-app,1,Real Estate,45,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,36,Delayed,New Car,8086,100-500 DM,>7 Years,2,Male M/D,None,4,Others,42,Own,4,Highly Qualified,1,Registered,No,bad
No Acc,24,Dues Remain,Old Car,2346,< 100 DM ,4-7 Years,4,Male M/D,None,3,Others,35,Own,2,Skilled,1,Registered,No,good
< 0 DM,14,Existing paid,New Car,3973,< 100 DM ,Unemployed,1,Male M/D,None,4,Unknown,22,Free,1,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,New Car,888,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,41,Own,1,Unskilled,2,None,No,bad
No Acc,48,Existing paid,Television,10222,Unknown,4-7 Years,4,Male M/D,None,3,Others,37,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,30,All Paid,Business,4221,< 100 DM ,1-4 Years,2,Female M/D,None,1,Others,28,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,18,Dues Remain,Furniture,6361,< 100 DM ,>7 Years,2,Male M/D,None,1,Unknown,41,Own,1,Skilled,1,Registered,No,good
>= 200 DM,12,Existing paid,Television,1297,< 100 DM ,1-4 Years,3,Male S,None,4,Real Estate,23,Rent,1,Skilled,1,None,No,good
< 0 DM,12,Existing paid,New Car,900,Unknown,1-4 Years,4,Male S,None,2,Others,23,Own,1,Skilled,1,None,No,bad
No Acc,21,Existing paid,Furniture,2241,< 100 DM ,>7 Years,4,Male M/D,None,2,Real Estate,50,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,6,Delayed,Furniture,1050,< 100 DM ,Unemployed,4,Male M/D,None,1,Building society,35,Own,2,Highly Qualified,1,Registered,No,good
>= 200 DM,6,Dues Remain,Education,1047,< 100 DM ,1-4 Years,2,Female M/D,None,4,Building society,50,Own,1,Unskilled,1,None,No,good
No Acc,24,Dues Remain,Others,6314,< 100 DM ,Unemployed,4,Male M/D,Co-app,2,Unknown,27,Own,2,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,30,Bank paid,Furniture,3496,>1000 DM,1-4 Years,4,Male M/D,None,2,Others,34,Own,1,Skilled,2,Registered,No,good
No Acc,48,Bank paid,Business,3609,< 100 DM ,1-4 Years,1,Female M/D,None,1,Real Estate,27,Own,1,Skilled,1,None,No,good
< 0 DM,12,Dues Remain,New Car,4843,< 100 DM ,>7 Years,3,Male M/D,Co-app,4,Building society,43,Rent,2,Skilled,1,Registered,No,bad
>= 200 DM,30,Dues Remain,Television,3017,< 100 DM ,>7 Years,4,Male M/D,None,4,Building society,47,Own,1,Skilled,1,None,No,good
No Acc,24,Dues Remain,Business,4139,100-500 DM,1-4 Years,3,Male M/D,None,3,Building society,27,Own,2,Unskilled,1,Registered,No,good
No Acc,36,Existing paid,Business,5742,100-500 DM,4-7 Years,2,Male M/D,None,2,Others,31,Own,2,Skilled,1,Registered,No,good
No Acc,60,Existing paid,New Car,10366,< 100 DM ,>7 Years,2,Male M/D,None,4,Building society,42,Own,1,Highly Qualified,1,Registered,No,good
No Acc,6,Dues Remain,New Car,2080,500-1000 DM,1-4 Years,1,Male S,None,2,Others,24,Own,1,Skilled,1,None,No,good
No Acc,21,Delayed,Business,2580,500-1000 DM,1 Year,4,Male M/D,None,2,Real Estate,41,Own,1,Unskilled,2,None,No,bad
No Acc,30,Dues Remain,Television,4530,< 100 DM ,4-7 Years,4,Female M/D,None,4,Others,26,Rent,1,Highly Qualified,1,Registered,No,good
No Acc,24,Dues Remain,Furniture,5150,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,33,Own,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,72,Existing paid,Television,5595,100-500 DM,1-4 Years,2,Male S,None,2,Others,24,Own,1,Skilled,1,None,No,bad
< 0 DM,24,Existing paid,Television,2384,< 100 DM ,>7 Years,4,Male M/D,None,4,Real Estate,64,Rent,1,Unskilled,1,None,No,good
No Acc,18,Existing paid,Television,1453,< 100 DM ,1 Year,3,Female M/D,None,1,Real Estate,26,Own,1,Skilled,1,None,No,good
No Acc,6,Existing paid,Education,1538,< 100 DM ,1 Year,1,Female M/D,None,2,Unknown,56,Own,1,Skilled,1,None,No,good
No Acc,12,Existing paid,Television,2279,Unknown,1-4 Years,4,Male M/D,None,4,Unknown,37,Free,1,Skilled,1,Registered,No,good
No Acc,15,Delayed,Television,1478,< 100 DM ,1-4 Years,4,Male S,None,3,Real Estate,33,Own,2,Skilled,1,None,No,good
No Acc,24,Dues Remain,Television,5103,< 100 DM ,1 Year,3,Male S,None,3,Unknown,47,Free,3,Skilled,1,Registered,No,good
0 <= ... < 200 DM,36,Delayed,Business,9857,100-500 DM,4-7 Years,1,Male M/D,None,3,Building society,31,Own,2,Unskilled,2,Registered,No,good
No Acc,60,Existing paid,New Car,6527,Unknown,1-4 Years,4,Male M/D,None,4,Unknown,34,Free,1,Skilled,2,Registered,No,good
>= 200 DM,10,Dues Remain,Television,1347,Unknown,4-7 Years,4,Male M/D,None,2,Building society,27,Own,2,Skilled,1,Registered,No,good
0 <= ... < 200 DM,36,Delayed,New Car,2862,100-500 DM,>7 Years,4,Male M/D,None,3,Unknown,30,Free,1,Skilled,1,None,No,good
No Acc,9,Existing paid,Television,2753,100-500 DM,>7 Years,3,Male M/D,Co-app,4,Others,35,Own,1,Skilled,1,Registered,No,good
< 0 DM,12,Existing paid,New Car,3651,>1000 DM,1-4 Years,1,Male M/D,None,3,Building society,31,Own,1,Skilled,2,None,No,good
< 0 DM,15,Dues Remain,Furniture,975,< 100 DM ,1-4 Years,2,Female S,None,3,Building society,25,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,15,Existing paid,Repairs,2631,100-500 DM,1-4 Years,3,Female M/D,None,2,Real Estate,25,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,24,Existing paid,Television,2896,100-500 DM,1 Year,2,Male M/D,None,1,Others,29,Own,1,Skilled,1,None,No,good
< 0 DM,6,Dues Remain,New Car,4716,Unknown,1 Year,1,Male M/D,None,3,Real Estate,44,Own,2,Unskilled,2,None,No,good
No Acc,24,Existing paid,Television,2284,< 100 DM ,4-7 Years,4,Male M/D,None,2,Others,28,Own,1,Skilled,1,Registered,No,good
No Acc,6,Existing paid,Old Car,1236,500-1000 DM,1-4 Years,2,Male M/D,None,4,Building society,50,Rent,1,Skilled,1,None,No,good
0 <= ... < 200 DM,12,Existing paid,Television,1103,< 100 DM ,4-7 Years,4,Male M/D,Guarantor,3,Real Estate,29,Own,2,Skilled,1,None,Yes,good
No Acc,12,Dues Remain,New Car,926,< 100 DM ,Unemployed,1,Female M/D,None,2,Building society,38,Own,1,Unemployed,1,None,No,good
No Acc,18,Dues Remain,Television,1800,< 100 DM ,1-4 Years,4,Male M/D,None,2,Others,24,Own,2,Skilled,1,None,No,good
>= 200 DM,15,Existing paid,Education,1905,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,40,Rent,1,Highly Qualified,1,Registered,No,good
No Acc,12,Existing paid,Furniture,1123,500-1000 DM,1-4 Years,4,Female M/D,None,4,Others,29,Rent,1,Unskilled,1,None,No,bad
< 0 DM,48,Dues Remain,Old Car,6331,< 100 DM ,>7 Years,4,Male M/D,None,4,Unknown,46,Free,2,Skilled,1,Registered,No,bad
>= 200 DM,24,Existing paid,Television,1377,100-500 DM,>7 Years,4,Female M/D,None,2,Unknown,47,Free,1,Skilled,1,Registered,No,good
0 <= ... < 200 DM,30,Delayed,Business,2503,100-500 DM,>7 Years,4,Male M/D,None,2,Building society,41,Own,2,Skilled,1,None,No,good
0 <= ... < 200 DM,27,Existing paid,Business,2528,< 100 DM ,1 Year,4,Female M/D,None,1,Building society,32,Own,1,Skilled,2,Registered,No,good
No Acc,15,Existing paid,New Car,5324,500-1000 DM,>7 Years,1,Female M/D,None,4,Unknown,35,Free,1,Skilled,1,None,No,good
0 <= ... < 200 DM,48,Existing paid,New Car,6560,100-500 DM,4-7 Years,3,Male M/D,None,2,Building society,24,Own,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,12,All Paid,Furniture,2969,< 100 DM ,1 Year,4,Female M/D,None,3,Building society,25,Rent,2,Skilled,1,None,No,bad
0 <= ... < 200 DM,9,Existing paid,Television,1206,< 100 DM ,>7 Years,4,Female M/D,None,4,Real Estate,25,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,9,Existing paid,Television,2118,< 100 DM ,1-4 Years,2,Male M/D,None,2,Real Estate,37,Own,1,Unskilled,2,None,No,good
No Acc,18,Dues Remain,Television,629,500-1000 DM,>7 Years,4,Male M/D,None,3,Building society,32,Own,2,Highly Qualified,1,Registered,No,good
< 0 DM,6,Bank paid,Education,1198,< 100 DM ,>7 Years,4,Female M/D,None,4,Unknown,35,Free,1,Skilled,1,None,No,bad
No Acc,21,Existing paid,Old Car,2476,Unknown,>7 Years,4,Male M/D,None,4,Real Estate,46,Own,1,Highly Qualified,1,Registered,No,good
< 0 DM,9,Dues Remain,Television,1138,< 100 DM ,1-4 Years,4,Male M/D,None,4,Real Estate,25,Own,2,Unskilled,1,None,No,good
0 <= ... < 200 DM,60,Existing paid,New Car,14027,< 100 DM ,4-7 Years,4,Male M/D,None,2,Unknown,27,Own,1,Highly Qualified,1,Registered,No,bad
No Acc,30,Dues Remain,Old Car,7596,Unknown,>7 Years,1,Male M/D,None,4,Others,63,Own,2,Skilled,1,None,No,good
No Acc,30,Dues Remain,Television,3077,Unknown,>7 Years,3,Male M/D,None,2,Others,40,Own,2,Skilled,2,Registered,No,good
No Acc,18,Existing paid,Television,1505,< 100 DM ,1-4 Years,4,Male M/D,None,2,Unknown,32,Free,1,Highly Qualified,1,Registered,No,good
>= 200 DM,24,Dues Remain,Television,3148,Unknown,1-4 Years,3,Male M/D,None,2,Others,31,Own,2,Skilled,1,Registered,No,good
0 <= ... < 200 DM,20,All Paid,Old Car,6148,100-500 DM,>7 Years,3,Male S,None,4,Others,31,Own,2,Skilled,1,Registered,No,good
>= 200 DM,9,All Paid,Television,1337,< 100 DM ,1 Year,4,Male M/D,None,2,Others,34,Own,2,Highly Qualified,1,Registered,No,bad
0 <= ... < 200 DM,6,Bank paid,Education,433,>1000 DM,1 Year,4,Female M/D,None,2,Building society,24,Rent,1,Skilled,2,None,No,bad
< 0 DM,12,Existing paid,New Car,1228,< 100 DM ,1-4 Years,4,Female M/D,None,2,Real Estate,24,Own,1,Unskilled,1,None,No,bad
0 <= ... < 200 DM,9,Existing paid,Television,790,500-1000 DM,1-4 Years,4,Female M/D,None,3,Real Estate,66,Own,1,Unskilled,1,None,No,good
No Acc,27,Existing paid,New Car,2570,< 100 DM ,1-4 Years,3,Female M/D,None,3,Real Estate,21,Rent,1,Skilled,1,None,No,bad
No Acc,6,Dues Remain,New Car,250,>1000 DM,1-4 Years,2,Female M/D,None,2,Real Estate,41,Own,2,Unskilled,1,None,No,good
No Acc,15,Dues Remain,Television,1316,500-1000 DM,1-4 Years,2,Male S,None,2,Building society,47,Own,2,Unskilled,1,None,No,good
< 0 DM,18,Existing paid,Television,1882,< 100 DM ,1-4 Years,4,Female M/D,None,4,Others,25,Rent,2,Skilled,1,None,No,bad
0 <= ... < 200 DM,48,Bank paid,Business,6416,< 100 DM ,>7 Years,4,Female M/D,None,3,Unknown,59,Rent,1,Skilled,1,None,No,bad
>= 200 DM,24,Dues Remain,Business,1275,>1000 DM,1-4 Years,2,Female S,None,4,Real Estate,36,Own,2,Skilled,1,Registered,No,good
0 <= ... < 200 DM,24,Delayed,Television,6403,< 100 DM ,1 Year,1,Male M/D,None,2,Others,33,Own,1,Skilled,1,None,No,good
< 0 DM,24,Existing paid,Television,1987,< 100 DM ,1-4 Years,2,Male M/D,None,4,Real Estate,21,Rent,1,Unskilled,2,None,No,bad
0 <= ... < 200 DM,8,Existing paid,Television,760,< 100 DM ,4-7 Years,4,Female M/D,Guarantor,2,Real Estate,44,Own,1,Unskilled,1,None,No,good
No Acc,24,Existing paid,Old Car,2603,>1000 DM,1-4 Years,2,Female M/D,None,4,Others,28,Rent,1,Skilled,1,Registered,No,good
No Acc,4,Dues Remain,New Car,3380,< 100 DM ,4-7 Years,1,Female M/D,None,1,Real Estate,37,Own,1,Skilled,2,None,No,good
0 <= ... < 200 DM,36,Bank paid,Appliance,3990,Unknown,1 Year,3,Female M/D,None,2,Unknown,29,Own,1,Unemployed,1,None,No,good
0 <= ... < 200 DM,24,Existing paid,Old Car,11560,< 100 DM ,1-4 Years,1,Female M/D,None,4,Others,23,Rent,2,Highly Qualified,1,None,No,bad
< 0 DM,18,Existing paid,New Car,4380,100-500 DM,1-4 Years,3,Male M/D,None,4,Others,35,Own,1,Unskilled,2,Registered,No,good
No Acc,6,Dues Remain,New Car,6761,< 100 DM ,4-7 Years,1,Male M/D,None,3,Unknown,45,Own,2,Highly Qualified,2,Registered,No,good
0 <= ... < 200 DM,30,All Paid,Business,4280,100-500 DM,1-4 Years,4,Female M/D,None,4,Others,26,Rent,2,Unskilled,1,None,No,bad
